1572215984000;Twitter for iPhone;warren;750
1572204694000;Twitter for Android;warren;620
1572204645000;Twitter Web App;warren;522
1572215915000;Twitter for iPad;warren;121
1572210386000;Twitter Web Client;warren;68
1572215922000;Twitter for iPhone;sanders;3710
1572203559000;Twitter for Android;sanders;2817
1572204573000;Twitter Web App;sanders;2755
1572211458000;Twitter for iPad;sanders;374
1572213687000;Twitter Web Client;sanders;167
1572215737000;Twitter for iPhone;biden;275
1572216222000;Twitter for Android;biden;229
1572212148000;Twitter Web App;biden;185
1572211511000;Twitter for iPad;biden;41
1572208639000;Twitter Web Client;biden;13
1572210443000;Twitter for iPhone;trump;37835
1572212422000;Twitter for Android;trump;24665
1572207240000;Twitter Web App;trump;15007
1572207380000;Twitter for iPad;trump;5890
1572209141000;Twitter Web Client;trump;1168
1572205590000;Twitter for iPhone;election2020;1173
1572210383000;Twitter for Android;election2020;1070
1572214250000;Twitter Web App;election2020;873
1572208011000;Twitter for iPad;election2020;266
1572212640000;Twitter Web Client;election2020;100
